img0,img1,mean_conf,mean_err(px),AUC@1,AUC@2,AUC@5,AUC@10
Q_009_00285.JPG,Q_009_00287.JPG,0.8209,2.781,0.000,0.000,0.999,0.999
Q_009_00286.JPG,Q_009_00288.JPG,0.9664,2.840,0.000,0.000,0.999,0.999
Q_009_00287.JPG,Q_009_00289.JPG,0.9866,3.106,0.000,0.000,0.997,0.997
Q_009_00288.JPG,Q_009_00290.JPG,0.9117,2.854,0.000,0.000,0.999,0.999
Q_009_00289.JPG,Q_009_00291.JPG,0.9707,3.039,0.000,0.000,0.997,0.997
Q_009_00290.JPG,Q_009_00292.JPG,0.9576,2.876,0.000,0.000,0.999,0.999
Q_009_00291.JPG,Q_009_00293.JPG,0.9443,2.905,0.000,0.000,0.999,0.999
Q_009_00292.JPG,Q_009_00294.JPG,0.9235,3.063,0.000,0.000,0.999,0.999
Q_009_00293.JPG,Q_009_00295.JPG,0.9202,4.281,0.000,0.043,0.665,0.949
Q_009_00294.JPG,Q_009_00296.JPG,0.9147,2.192,0.151,0.469,0.967,0.997
Q_009_00295.JPG,Q_009_00297.JPG,0.9028,4.515,0.406,0.808,0.938,0.971
Q_009_00296.JPG,Q_009_00298.JPG,0.8961,5.701,0.333,0.593,0.930,0.968
Q_009_00297.JPG,Q_009_00299.JPG,0.7540,4.187,0.113,0.624,0.980,0.989
Q_009_00298.JPG,Q_009_00300.JPG,0.7377,3.651,0.395,0.562,0.980,0.990
Q_009_00299.JPG,Q_009_00301.JPG,0.7829,18.299,0.192,0.278,0.699,0.848
Q_009_00300.JPG,Q_009_00302.JPG,0.7629,2.908,0.000,0.002,0.998,0.999
Q_009_00301.JPG,Q_009_00303.JPG,0.8158,2.867,0.000,0.001,1.000,1.000
Q_009_00302.JPG,Q_009_00304.JPG,0.7459,2.882,0.001,0.003,0.998,0.999
Q_009_00303.JPG,Q_009_00305.JPG,0.7587,3.004,0.000,0.000,1.000,1.000
Q_009_00304.JPG,Q_009_00306.JPG,0.7718,3.059,0.001,0.007,0.998,0.999
Q_009_00305.JPG,Q_009_00307.JPG,0.7482,2.800,0.000,0.001,0.997,0.998
Q_009_00306.JPG,Q_009_00308.JPG,0.8482,2.708,0.000,0.000,0.999,0.999
Q_009_00307.JPG,Q_009_00309.JPG,0.9695,2.747,0.000,0.000,0.999,0.999
Q_009_00308.JPG,Q_009_00310.JPG,0.9528,2.824,0.000,0.000,0.997,0.997
Q_009_00309.JPG,Q_009_00311.JPG,0.9659,2.792,0.000,0.000,0.997,0.997
Q_009_00310.JPG,Q_009_00312.JPG,0.9696,2.811,0.000,0.000,0.997,0.997
