img0,img1,mean_conf,mean_err(px),AUC@1,AUC@2,AUC@5,AUC@10
H_009_00297.JPG,H_009_00299.JPG,0.7573,9.185,0.001,0.260,0.948,0.976
H_009_00298.JPG,H_009_00300.JPG,0.7669,1.323,0.667,0.667,1.000,1.000
H_009_00299.JPG,H_009_00301.JPG,0.8111,3.844,0.000,0.334,0.944,0.987
H_009_00300.JPG,H_009_00302.JPG,0.7631,5.186,0.000,0.130,0.937,0.969
H_009_00301.JPG,H_009_00303.JPG,0.7804,2.614,0.000,0.000,0.987,1.000
H_009_00302.JPG,H_009_00304.JPG,0.8415,2.505,0.002,0.004,0.999,1.000
H_009_00303.JPG,H_009_00305.JPG,0.9176,2.427,0.001,0.173,0.990,0.999
H_009_00304.JPG,H_009_00306.JPG,0.8736,13.350,0.001,0.603,0.870,0.932
H_009_00305.JPG,H_009_00307.JPG,0.9106,9.057,0.114,0.474,0.844,0.937
H_009_00306.JPG,H_009_00308.JPG,0.9525,3.265,0.001,0.040,0.923,0.999
H_009_00307.JPG,H_009_00309.JPG,0.9648,3.019,0.001,0.006,0.996,0.999
H_009_00308.JPG,H_009_00310.JPG,0.9797,3.630,0.001,0.006,0.806,0.997
H_009_00309.JPG,H_009_00311.JPG,0.9615,29.820,0.165,0.550,0.829,0.918
H_009_00310.JPG,H_009_00312.JPG,0.9000,9.021,0.001,0.561,0.862,0.933
